Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
4750,2016-07-17,23,2016-07-17 22:00:00,9.245139899267808e-06,6.305938311658936e-05,0.00011433230477026912,0.00011433230477026912,0.00011779948849349351,0.00012089844537464331,0.0001236848779497765,0.0001262037930713473,0.0001284919514755001,0.00013057967362369762,0.00013249219089727412,0.00013425067030847378,0.0001358730011997892,0.00013737440602519982
4751,2016-07-17,24,2016-07-17 23:00:00,1.2851574184034997e-05,5.7552915098178224e-05,0.00010713214435340198,0.00010713214435340198,0.00011100311052547722,0.00011446296676998415,0.00011757390264767052,0.0001203861664341599,0.00012294079995977763,0.00012527165475649123,0.0001274069006103335,0.0001293701696085838,0.00013118143445680318,0.00013285769039063936
4752,2016-07-18,1,2016-07-18 00:00:00,9.319992284348945e-06,5.134295216960424e-05,0.00010423219488063191,0.00010423219488063191,0.00010488616559356495,0.00010547068236645451,0.00010599625165933438,0.00010647136254164424,0.00010690294872291413,0.0001072967291656745,0.00010765746294407793,0.00010798914252209314,0.00010829514213858308,0.00010857833301119187
4753,2016-07-18,2,2016-07-18 01:00:00,1.2348416546959278e-05,3.9704883033006956e-05,0.00010204545163412092,0.00010204545163412092,0.00010282205413467579,0.00010351617877736259,0.00010414030218074068,0.00010470450527416029,0.00010521702196787566,0.00010568464363727084,0.00010611302177225833,0.00010650689749876349,0.00010687027778879072,0.00010720657226720232
4754,2016-07-18,3,2016-07-18 02:00:00,8.87937444089428e-06,3.7252119100280685e-05,0.00010090639599144336,0.00010090639599144336,0.00010174687632945587,0.00010249809476345707,0.00010317355415054114,0.00010378416460611683,0.00010433883730374937,0.00010484492222940237,0.00010530853572463864,0.00010573480888692111,0.00010612807827347465,0.00010649203396082463
4755,2016-07-18,4,2016-07-18 03:00:00,1.4416906128696447e-05,4.2039275555970865e-05,0.00010162870961957039,0.00010162870961957039,0.0001024286828648631,0.00010314369619877728,0.00010378660170591483,0.00010436778368681832,0.00010489572383952867,0.00010537741791618692,0.00010581868748023487,0.00010622441633502123,0.00010659873203665857,0.0001069451468178069
4756,2016-07-18,5,2016-07-18 04:00:00,2.3910427818832088e-05,6.014615843633379e-05,0.00010292227834938155,0.00010292227834938155,0.0001036497076424549,0.00010429988144150099,0.00010488448636588055,0.00010541296503689023,0.00010589303000697634,0.00010633104263267722,0.0001067322965607542,0.00010710123271674865,0.00010744160435771352,0.00010775660521660936
4757,2016-07-18,6,2016-07-18 05:00:00,3.3735336291045177e-05,0.00011274510044226614,0.0001080637929105814,0.0001080637929105814,0.0001053832369281032,0.00010298736521482604,0.00010083311291518175,9.888568424180238e-05,9.711665866117767e-05,9.550259475778036e-05,9.402398559584335e-05,9.266446649272168e-05,9.141020680433385e-05,9.02494377167548e-05
4758,2016-07-18,7,2016-07-18 06:00:00,4.397136880061813e-05,0.0001823413297496305,0.00011562685811605752,0.00011562685811605752,0.0001125221670370744,0.00010974720483400091,0.00010725209264820688,0.00010499652907530693,0.00010294759669912845,0.00010107814505008907,9.936558067748289e-05,9.77909495715633e-05,9.633823271329957e-05,9.499379915006756e-05
4759,2016-07-18,8,2016-07-18 07:00:00,1.8426212272494398e-05,0.00018151855717424737,0.00012979114463499143,0.00012979114463499143,0.00012589212537917463,0.0001224071953849508,0.00011927371440074273,0.00011644106999918239,0.00011386792291776553,0.00011152017630079443,0.0001093694562144004,0.000107391959308396,0.00010556756813403312,0.00010387916429034863
4760,2016-07-18,9,2016-07-18 08:00:00,1.4826393385193964e-05,0.00013958769747116567,0.00013825442388239108,0.00013825442388239108,0.00013388078799608292,0.00012997164729069397,0.0001264567364932797,0.00012327928226826362,0.00012039291324116933,0.00011775938204210571,0.00011534686085816351,0.00011312864882439085,0.0001110821796516743,0.00010918825116432394
4761,2016-07-18,10,2016-07-18 09:00:00,1.3529266377043643e-05,0.00011829839004292297,0.000143169388053872,0.000143169388053872,0.00013852012271568033,0.00013436462535464585,0.00013062820253343833,0.00012725050302299097,0.00012418223309386636,0.00012138273500140212,0.00011881817512268214,0.00011646016988642908,0.00011428473086093208,0.00011227144573657651
4762,2016-07-18,11,2016-07-18 10:00:00,1.2315756036600124e-05,9.528377027952375e-05,0.0001469570571147794,0.0001469570571147794,0.00014209538063568217,0.00013775003092781848,0.0001338429020322902,0.00013031088545141097,0.00012710243537147892,0.0001241750365160923,0.00012149330950447398,0.00011902757400417698,0.00011675274562320903,0.00011464747947408388
4763,2016-07-18,12,2016-07-18 11:00:00,1.1492287368989752e-05,8.614370002764985e-05,0.00014986713045485428,0.00014986713045485428,0.00014484225809239336,0.0001403510444655404,0.0001363127617685893,0.00013266218308913147,0.00012934603233284345,0.00012632036707815674,0.0001235486203355911,0.0001210001154686276,0.00011864892605690635,0.00011647299071158945
4764,2016-07-18,13,2016-07-18 12:00:00,1.0706155863120838e-05,7.883758188149064e-05,0.00015077795450435814,0.00015077795450435814,0.00014570200345143922,0.00014116513586681802,0.00013708580333278046,0.00013339811589415225,0.00013004825589596228,0.00012699183423438095,0.00012419191221020037,0.00012161750135362352,0.00011924241169777538,0.00011704435759601198
4765,2016-07-18,14,2016-07-18 13:00:00,1.0085705175727386e-05,7.584092334641031e-05,0.00014963333352832397,0.00014963333352832397,0.00014462157241478842,0.00014014207757710883,0.00013611433185022414,0.00013247327851635432,0.00012916578049289282,0.00012614801001591537,0.00012338349550909195,0.00012084164037953234,0.00011849658585590856,0.00011632632811350376
4766,2016-07-18,15,2016-07-18 14:00:00,9.479944690604667e-06,7.506431885177139e-05,0.00014959690912267213,0.00014959690912267213,0.00014458719067691903,0.00014010952156867453,0.000136083417449649,0.0001324438481175444,0.0001291376981470926,0.00012612115763746366,0.00012335776987722476,0.00012081695074388748,0.00011847285200550865,0.00011630347880557697
4767,2016-07-18,16,2016-07-18 15:00:00,8.955128787384658e-06,7.676577253532723e-05,0.00014886725817885095,0.00014886725817885095,0.00014389845722438584,0.00013945736002905646,0.0001354641396103823,0.00013185429690823724,0.00012857515032411895,0.0001255832477799484,0.0001228424303289653,0.0001203223636482615,0.00011799741062450604,0.00011584575604688214
4768,2016-07-18,17,2016-07-18 16:00:00,8.820813410337103e-06,8.889318347481445e-05,0.0001476284631363597,0.0001476284631363597,0.00014272913336960726,0.0001383501292828033,0.00013441273999277082,0.00013085336823165806,0.00012762006896764177,0.00012466999764697338,0.00012196750087845841,0.00011948266845789667,0.0001171902217167266,0.00011506865045305001
4769,2016-07-18,18,2016-07-18 17:00:00,8.25222379184327e-06,0.00010449784428801058,0.00014303969283151148,0.00014303969283151148,0.00015061633793778424,0.00015738831726234067,0.00016347735448091308,0.0001689818005825513,0.0001739819867737459,0.00017854417068440638,0.00018272348905869483,0.00018656619699946613,0.00019011138709888465,0.00019339232414493273
4770,2016-07-18,19,2016-07-18 18:00:00,9.46651929856302e-06,0.00011425577154961979,0.00013924967653738382,0.00013924967653738382,0.00014703886441657074,0.00015400081374019266,0.00016026066282030278,0.00016591952162326045,0.00017105997483544613,0.00017575013876962818,0.00018004669688574212,0.00018399720185142016,0.00018764184289827903,0.00019101481797009477
4771,2016-07-18,20,2016-07-18 19:00:00,1.2191966457942525e-05,0.0001097802406493277,0.000136363554215988,0.000136363554215988,0.0001385952332646781,0.00014058990031913242,0.00014238340873833132,0.00014400472752354134,0.00014547751800084638,0.00014682129616478106,0.00014805230238493298,0.00014918416096895907,0.00015022838652757015,0.00015119477710849821
4772,2016-07-18,21,2016-07-18 20:00:00,8.983168490247848e-06,0.00010722188883809675,0.00013614722972521884,0.00013614722972521884,0.00013839104017481836,0.00014039655023366106,0.00014219980815948389,0.00014382994042896123,0.00014531073699107776,0.00014666181992925838,0.00014789951789569313,0.00014903752925973644,0.00015008743122548986,0.00015105907510284475
4773,2016-07-18,22,2016-07-18 21:00:00,1.1541397586207884e-05,8.475969290841865e-05,0.00012900272489028633,0.00012900272489028633,0.00013164719664339204,0.00013401081639662275,0.00013613606928919827,0.00013805728270596814,0.00013980249459822583,0.00014139483082553923,0.00014285353573160531,0.00014419475370635134,0.00014543212921303047,0.0001465772726400083
4774,2016-07-18,23,2016-07-18 22:00:00,9.311783567435774e-06,6.374077357731537e-05,0.00011960482992970913,0.00011960482992970913,0.00012277633230734584,0.0001256110102192565,0.00012815981589054664,0.000130463917990362,0.00013255694230014138,0.00013446662355311395,0.00013621604139901295,0.00013782455772778088,0.00013930853627920747,0.0001406819013367582
4775,2016-07-18,24,2016-07-18 23:00:00,1.27005683934085e-05,5.701037576767307e-05,0.00011001275913443183,0.00011001275913443183,0.00011372218144871255,0.00011703765034899929,0.00012001876009008488,0.00012271366197750042,0.00012516168507651287,0.00012739526822085805,0.0001294414056099822,0.00013132274311264012,0.00013305841992984545,0.00013466472204900964
4776,2016-07-19,1,2016-07-19 00:00:00,8.93418851573028e-06,5.934015592929266e-05,0.00010685471948923789,0.00010685471948923789,0.00010736161994993685,0.00010781468583745209,0.00010822206083364295,0.00010859032491697753,0.00010892485248799953,0.000109230076382437,0.00010950968541514471,0.00010976677419232602,0.00011000395812656794,0.00011022346273274107
4777,2016-07-19,2,2016-07-19 01:00:00,1.251066776101974e-05,4.420361404375182e-05,0.00010561242531163017,0.00010561242531163017,0.00010618899319030115,0.00010670432757627244,0.00010716769140327212,0.00010758656898927029,0.00010796707338201665,0.0001083142466575999,0.00010863228461444696,0.00010892470717544672,0.00010919448921042877,0.000109444162104719
4778,2016-07-19,3,2016-07-19 02:00:00,8.733646597000278e-06,3.985211585869664e-05,0.00010558210498622037,0.00010558210498622037,0.00010616037321801338,0.00010667722737375417,0.00010714195770443715,0.00010756207059999286,0.00010794369713612614,0.00010829189425848418,0.00010861087013929969,0.00010890415508204658,0.0001091747327297265,0.00010942514193295969
4779,2016-07-19,4,2016-07-19 03:00:00,1.4694714100130902e-05,3.8110729673435103e-05,0.00010506960742148582,0.00010506960742148582,0.0001056766163353939,0.0001062191588139117,0.0001067069868455733,0.0001071479798976373,0.00010754857376823344,0.00010791407673977507,0.00010824890613611998,0.00010855676772140951,0.0001088407934295774,0.00010910364829541682
4780,2016-07-19,5,2016-07-19 04:00:00,2.313551636635928e-05,4.686105538832608e-05,0.00010891026935312586,0.00010891026935312586,0.00010930189422918586,0.00010965192719581703,0.00010996665995848448,0.00011025117612521746,0.00011050962788980946,0.00011074544000500224,0.00011096146240243391,0.0001111600859356641,0.00011134333123933347,0.00011151291771804492
4781,2016-07-19,6,2016-07-19 05:00:00,3.486225598331239e-05,6.374864968253059e-05,0.00011590820753803396,0.00011590820753803396,0.00011278773955850439,0.0001099986760160112,0.00010749088458587173,0.00010522385906675539,0.00010316451476826224,0.00010128556325208861,9.956429625590454e-05,9.798166345264265e-05,9.652156442049689e-05,9.517029893934493e-05
4782,2016-07-19,7,2016-07-19 06:00:00,3.1872010103082036e-05,0.00011133082406570739,0.00012647354418711222,0.00012647354418711222,0.00012276057479068678,0.00011944193552058461,0.00011645797513585744,0.00011376049628697546,0.00011131013230081434,0.00010907441332446654,0.00010702631934566784,0.00010514318284087464,0.00010340584630748555,0.00010179800818484609
4783,2016-07-19,8,2016-07-19 07:00:00,1.807628163941823e-05,0.00014591413400894405,0.00013356187362944676,0.00013356187362944676,0.00012945139322565784,0.00012577745998501979,0.00012247403639663478,0.00011948776509619288,0.00011677506480920369,0.00011429998945590184,0.00011203262625784402,0.00010994788090334041,0.00010802454488496182,0.00010624457139475831
4784,2016-07-19,9,2016-07-19 08:00:00,1.4403139081198004e-05,0.00015819658104655716,0.00013774002898970044,0.00013774002898970044,0.0001333952401869879,0.0001295118829056531,0.00012602015531969945,0.0001228636585520559,0.00011999632707879022,0.00011738016579725649,0.00011498355682047519,0.00011277997539373851,0.00011074700406785596,0.00010886556731845974
4785,2016-07-19,10,2016-07-19 09:00:00,1.2740780578299175e-05,0.0001564130582728986,0.0001400573303779547,0.0001400573303779547,0.00013558258813322122,0.00013158307891258123,0.0001279869131044266,0.00012473600493077242,0.00012178291103928903,0.00011908849988673629,0.00011662020788924829,0.00011435071693176547,0.00011225693905501829,0.00011031922818215351
4786,2016-07-19,11,2016-07-19 10:00:00,1.1302411097422608e-05,0.00014794552076553282,0.00014192409042631404,0.00014192409042631404,0.000137344660938505,0.0001332515826202356,0.00012957128399201934,0.0001262443203506805,0.00012322213839978844,0.0001204646911079799,0.00011793865306162697,0.00011561606703441063,0.0001134733049209094,0.000111490261021456
4787,2016-07-19,12,2016-07-19 11:00:00,1.0239073141815375e-05,0.0001221223278845402,0.0001447838385115461,0.0001447838385115461,0.0001400440353628605,0.0001358076156183495,0.00013199843129253766,0.0001285549559022604,0.00012542693579301482,0.00012257292146855762,0.00011995842044442861,0.00011755449641978768,0.00011533669382243482,0.00011328420284214287
4788,2016-07-19,13,2016-07-19 12:00:00,9.434669056506286e-06,0.00011068339584732169,0.00014571450713264542,0.00014571450713264542,0.00014092251241694753,0.00013663944402943348,0.00013278831549354237,0.00012930692283730512,0.00012614445904632294,0.00012325901821000517,0.00012061572803554142,0.00011818533359474846,0.00011594311002689348,0.00011386801837792829
4789,2016-07-19,14,2016-07-19 13:00:00,8.926745682168098e-06,0.00010077219699991661,0.00014521509249329988,0.00014521509249329988,0.00014045110477388983,0.00013619306894328503,0.00013236444847532968,0.00012890340295154652,0.0001257594223010745,0.00012289084553401936,0.00012026300417001889,0.00011784681426243589,0.00011561769545593129,0.00011355473175942793
4790,2016-07-19,15,2016-07-19 14:00:00,8.339175462530613e-06,9.769033406983806e-05,0.0001446793736394792,0.0001446793736394792,0.00013994542884386075,0.00013571424527516243,0.00013190976906611796,0.0001284705497797297,0.00012534639587454918,0.000122495909085529,0.00011988463956060222,0.00011748368676393028,0.00011526862535017534,0.00011321867122984413
4791,2016-07-19,16,2016-07-19 15:00:00,7.969998244746614e-06,9.910730200076207e-05,0.00014609724589815729,0.00014609724589815729,0.00014128378625239763,0.00013698153258425574,0.00013311315356926646,0.00012961616660328614,0.00012643953709048586,0.00012354117140983429,0.0001208860410639818,0.00011844476008224102,0.00011619249285304619,0.00011410810618191184
4792,2016-07-19,17,2016-07-19 16:00:00,7.860736202990217e-06,9.787036334327057e-05,0.00014677019147190537,0.00014677019147190537,0.0001419189932764497,0.0001375830090224488,0.00013368430109136922,0.00013015989700213156,0.0001269583620367967,0.00012403727255137136,0.00012136132541761983,0.00011890090427258039,0.00011663097878819844,0.00011453025008123884
4793,2016-07-19,18,2016-07-19 17:00:00,8.103907323278144e-06,0.00011127272900025614,0.00014314428932054717,0.00014314428932054717,0.00015071506869271975,0.00015748180524432159,0.00016356612841429477,0.00016906631304971036,0.00017406262816574737,0.00017862128009657228,0.00018279736290024084,0.00018663709586954532,0.00019017954133170473,0.00019345793832156147
4794,2016-07-19,19,2016-07-19 18:00:00,9.795534075585586e-06,0.00011165668594238807,0.0001398775572161013,0.0001398775572161013,0.0001476315337689621,0.00015456201133027682,0.00016079356251949884,0.0001664268402314577,0.0001715440558252516,0.00017621301769121158,0.0001804901530494909,0.00018442279960404097,0.00018805096490949613,0.00019140869231649938
4795,2016-07-19,20,2016-07-19 19:00:00,1.2511500312571512e-05,0.00011220353581520595,0.0001361875542000542,0.0001361875542000542,0.00013842910326737122,0.00014043259211051135,0.0001422340326566509,0.0001438625220278911,0.0001453418261969625,0.00014669154747154128,0.00014792799804729168,0.00014906486248792333,0.0001501137063296699,0.00015108437095396463
4796,2016-07-19,21,2016-07-19 20:00:00,9.880222613554462e-06,0.00010793201566706822,0.00013701609974091185,0.00013701609974091185,0.00013921118426742668,0.00014117314326388345,0.00014293724217473195,0.00014453197497470664,0.00014598061499730678,0.000147302358218606,0.00014851317870262005,0.00014962647734897196,0.00015065357995462843,0.0001516041239013532
4797,2016-07-19,22,2016-07-19 21:00:00,1.211590667220363e-05,8.493838034291393e-05,0.0001306234626925531,0.0001306234626925531,0.00013317704404310453,0.00013545942626728847,0.00013751163429156124,0.00013936681566974427,0.00014105204468971625,0.0001425896523760527,0.0001439982216450243,0.0001452933420044358,0.00014648818895781092,0.00014759397384486934
4798,2016-07-19,23,2016-07-19 22:00:00,9.922294038568385e-06,6.886178131711276e-05,0.00012077210426503759,0.00012077210426503759,0.0001238781463109162,0.00012665431600355215,0.00012915051390572754,0.00013140705895847205,0.00013345688290155395,0.00013532714801873762,0.0001370404575919821,0.00013861577387863058,0.00014006912286818664,0.00014141414144461025
4799,2016-07-19,24,2016-07-19 23:00:00,1.4083294037882157e-05,5.948115133634902e-05,0.00011196501822746834,0.00011196501822746834,0.00011556495854249651,0.00011878257280858171,0.00012167569638179721,0.0001242910594026653,0.00012666683015605932,0.00012883449005753235,0.0001308202365843801,0.00013264604722231118,0.00013433049628707851,0.00013588938909220134
4800,2016-07-20,1,2016-07-20 00:00:00,1.0366943474306031e-05,5.9822726077588676e-05,0.0001072564001314609,0.0001072564001314609,0.0001077407744838536,0.00010817370661327762,0.00010856297830517714,0.00010891487713089277,0.00010923453865842,0.00010952619873306083,0.00010979338224272698,0.00011003904627266873,0.000110265690009366,0.00011047544006821527
4801,2016-07-20,2,2016-07-20 01:00:00,1.3579993176654025e-05,4.396196928945095e-05,0.0001052566943575819,0.0001052566943575819,0.00010585321150230274,0.00010638637647362343,0.0001068657727030594,0.00010729914346620898,0.00010769281332245902,0.00010805199880388345,0.00010838104088366172,0.00010868358127412125,0.0001089626977756777,0.00010922100935966585
4802,2016-07-20,3,2016-07-20 02:00:00,1.1845706852169283e-05,3.964517776112787e-05,0.00010420279210895006,0.00010420279210895006,0.0001048584117189167,0.00010544440227030096,0.00010597129671372787,0.00010644760552265579,0.0001068802798890079,0.00010727505319489061,0.0001076366965138061,0.00010796921237617087,0.00010827598352852615,0.00010855988842789569
4803,2016-07-20,4,2016-07-20 03:00:00,1.5701388002410275e-05,3.814104471600175e-05,0.00010411911257627055,0.00010411911257627055,0.00010477942490482506,0.00010536960979193544,0.00010590027557976835,0.00010637999365706966,0.00010681576497020407,0.00010721336393902051,0.00010757759578686203,0.00010791249169299663,0.00010822145861659944,0.00010850739561778262
4804,2016-07-20,5,2016-07-20 04:00:00,2.5259475251361892e-05,4.65341181084544e-05,0.00010683891902036396,0.00010683891902036396,0.0001073467044902673,0.00010780056139596405,0.00010820864763755557,0.00010857755468164609,0.00010891266631206914,0.00010921842310394291,0.0001094985203125091,0.00010975605794691542,0.00010999365598605804,0.00011021354383038528
4805,2016-07-20,6,2016-07-20 05:00:00,4.12537702934098e-05,6.458455974031771e-05,0.00011330559779396753,0.00011330559779396753,0.00011033108324811429,0.00010767247238241149,0.00010528197770794267,0.00010312098761713948,0.0001011579648875452,9.936689744109953e-05,9.7726139147461e-05,9.621753071919676e-05,9.482572479841992e-05,9.353766196445941e-05
4806,2016-07-20,7,2016-07-20 06:00:00,3.446952557205072e-05,0.00011131693046227707,0.00012380874387830828,0.00012380874387830828,0.00012024521554042741,0.00011706014617422186,0.00011419628540544577,0.00011160737575052658,0.00010925563498174612,0.00010710990010565922,0.00010514423862212566,0.00010333689533904097,0.0001016694838125339,0.00010012635859360083
4807,2016-07-20,8,2016-07-20 07:00:00,1.76928755270669e-05,0.0001437320812915278,0.00013177283917952922,0.00013177283917952922,0.00012776268719475356,0.0001241784271497969,0.00012095563337432827,0.00011804225084816244,0.00011539576202657754,0.00011298109820009058,0.00011076907669999592,0.0001087352157154238,0.00010685882439523121,0.00010512229641713694
4808,2016-07-20,9,2016-07-20 08:00:00,1.3496790724464302e-05,0.00016048621956890683,0.00013598727410995222,0.00013598727410995222,0.0001317407791807931,0.00012794527662540864,0.0001245325437720879,0.000121447457677837,0.00011864499497727048,0.00011608802014596005,0.0001137456306008744,0.00011159190166731051,0.0001096049230548872,0.00010776605079236054
4809,2016-07-20,10,2016-07-20 09:00:00,1.0991815760124275e-05,0.0001560704905294,0.00013788850151578668,0.00013788850151578668,0.00013353538642633895,0.0001296445871385712,0.0001261461680593363,0.00012298362222961873,0.00012011079584622155,0.00011748962099326592,0.00011508841919173779,0.0001128806148552956,0.0001108437475742925,0.00010895870526831785
4810,2016-07-20,11,2016-07-20 10:00:00,8.907481851468451e-06,0.00014643768386001147,0.00013993124727016792,0.00013993124727016792,0.00013546357572151248,0.00013147038626469662,0.00012787990288339138,0.00012463413158297288,0.00012168570397800494,0.00011899555035836182,0.0001165311585950307,0.00011426525373925712,0.00011217478431386014,0.00011024013528543687
4811,2016-07-20,12,2016-07-20 11:00:00,7.446651067014649e-06,0.00012377591827785573,0.00014325992418253496,0.00014325992418253496,0.0001386055816102784,0.00013444554623490764,0.0001307050430500623,0.00012732365492006587,0.00012425203428422286,0.00012144947899754711,0.00011888211848908663,0.00011652153819126153,0.0001143437234757742,0.00011232823974173041
4812,2016-07-20,13,2016-07-20 12:00:00,5.738130839417285e-06,0.00010847599197002876,0.00014428722886572427,0.00014428722886572427,0.00013957527541028205,0.00013536374762576048,0.0001315769449499146,0.00012815370241115077,0.00012504406163070194,0.00012220681665740872,0.00011960767767453382,0.00011721787840245465,0.00011501310696274128,0.00011297267581750847
4813,2016-07-20,14,2016-07-20 13:00:00,4.924946682646118e-06,0.0001027829053899766,0.00014612281743128916,0.00014612281743128916,0.00014130792481849844,0.00013700439036935504,0.00013313485973785703,0.00012963683171878825,0.00012645925652331964,0.00012356002799914797,0.00012090410722093938,0.00011846209946980241,0.00011620916174060921,0.00011412415454752195
4814,2016-07-20,15,2016-07-20 14:00:00,5.260547987982472e-06,9.761435191588875e-05,0.00014629648826190774,0.00014629648826190774,0.0001414718562503785,0.00013715961676015614,0.00013328225897553514,0.00012977715526601676,0.0001265931525810195,0.00012368805959736727,0.00012102676651419633,0.00011857981915399151,0.00011632232426005089,0.00011423309958631364
4815,2016-07-20,16,2016-07-20 15:00:00,5.415145699443187e-06,9.740786040885237e-05,0.00014760470709159629,0.00014760470709159629,0.00014270670955542956,0.0001383288962117389,0.0001343925775804883,0.00013083417368725786,0.00012760175362516867,0.0001246524844908055,0.00012195072258787912,0.00011946656584540167,0.00011717474246861208,0.00011505374810468746
4816,2016-07-20,17,2016-07-20 16:00:00,5.4413032637381185e-06,9.924358188338077e-05,0.00014894897164040438,0.00014894897164040438,0.00014397558822392456,0.00013953039523981477,0.0001355334920853956,0.00013192032021647302,0.000128638149449096,0.0001256434876316348,0.0001229001424698471,0.00012037775166508509,0.00011805065446026564,0.00011589701552555818
4817,2016-07-20,18,2016-07-20 17:00:00,6.457893685346887e-06,0.00011144327356992997,0.0001443037143873274,0.0001443037143873274,0.0001518094736119451,0.00015851809537939838,0.00016455016453814815,0.00017000311192109693,0.000174956517168796,0.0001794760180153504,0.00018361623535434907,0.0001874229915332912,0.00019093501340029193,0.0001941852545232894
4818,2016-07-20,19,2016-07-20 18:00:00,8.110765709800313e-06,0.00011167257576667029,0.00014166228054234885,0.00014166228054234885,0.00014931617044248655,0.00015615719089799812,0.00016230830657190104,0.00016786887115322223,0.00017292003483461305,0.0001775287307503641,0.0001817506577702721,0.00018563254257344153,0.00018921387630564215,0.00019252826289330803
4819,2016-07-20,20,2016-07-20 19:00:00,1.1587704716141581e-05,0.00011194275602899906,0.00013853086197098725,0.00013853086197098725,0.00014064099916754347,0.00014252703253278917,0.00014422286277769367,0.00014575588119185816,0.0001471484604566585,0.0001484190536852426,0.00014958301676311404,0.00015065323198998405,0.00015164058686707239,0.00015255434582018654
4820,2016-07-20,21,2016-07-20 20:00:00,9.619130890494223e-06,0.00010832921101682245,0.000137663099684797,0.000137663099684797,0.0001398219006833593,0.00014175142958738462,0.00014348636892311438,0.00014505474167570784,0.00014647943648338877,0.0001477793320234088,0.00014897013831737844,0.00015006503475549352,0.00015107515992558777,0.00015200999190885758
4821,2016-07-20,22,2016-07-20 21:00:00,1.2321663154523145e-05,8.502998531562827e-05,0.00013242160109821797,0.00013242160109821797,0.00013487434348313868,0.00013706659618683135,0.0001390377640929258,0.00014081968578381006,0.00014243836640453553,0.0001439152551446741,0.0001452682010954101,0.0001465121781468623,0.000147659841512043,0.00014872195980347998
4822,2016-07-20,23,2016-07-20 22:00:00,1.0071213713028793e-05,6.672451175549159e-05,0.00012240671349686872,0.00012240671349686872,0.00012542108723533063,0.0001281153241102305,0.0001305378519740453,0.00013272779983894138,0.00013471712753355361,0.0001365321957038897,0.00013819494054351488,0.000139723764678573,0.00014113422112514655,0.00014243954430320674
4823,2016-07-20,24,2016-07-20 23:00:00,1.3849439122426788e-05,5.980096624975763e-05,0.00011242930392452458,0.00011242930392452458,0.00011600320726192032,0.00011919754976699157,0.0001220697484950231,0.0001246661956054827,0.0001270247833267837,0.00012917676538156197,0.00013114814977088,0.00013296075502578227,0.00013463302112117116,0.00013618063905683885
4824,2016-07-21,1,2016-07-21 00:00:00,9.63161158936392e-06,5.0901900691263e-05,0.00010720191938488577,0.00010720191938488577,0.00010768934899827179,0.00010812501190945842,0.00010851673898862233,0.000108870857466866,0.00010919253530551973,0.00010948603506808986,0.00010975490387622633,0.0001100021174674205,0.00011023019079213104,0.00011044126387968732
4825,2016-07-21,2,2016-07-21 01:00:00,1.3530489380869429e-05,4.034690125636836e-05,0.00010383451805246912,0.00010383451805246912,0.00010451079034123243,0.00010511524018585878,0.00010565873233553855,0.00010615004535222547,0.00010659634939739743,0.00010700355846047828,0.00010737659390859643,0.00010771958435591231,0.00010803601910889418,0.00010832886729886448
4826,2016-07-21,3,2016-07-21 02:00:00,1.0343674572450119e-05,3.7677390071321135e-05,0.00010254286023137154,0.00010254286023137154,0.00010329156823376954,0.00010396076086998944,0.00010456246661554035,0.00010510640430659744,0.00010560051210263609,0.00010605133744213827,0.00010646432882123932,0.00010684405707111495,0.0001071943852388233,0.00010751860048017152
4827,2016-07-21,4,2016-07-21 03:00:00,1.6960407707714344e-05,4.0519497052497085e-05,0.00010271891322842409,0.00010271891322842409,0.00010345774824103274,0.00010411811643295214,0.00010471188766376166,0.00010524865261023389,0.00010573624475369568,0.00010618112519350475,0.00010658867057809807,0.00010696339146445983,0.00010730909995879535,0.00010762903987016564
4828,2016-07-21,5,2016-07-21 04:00:00,2.9921646187793724e-05,6.0977179829637566e-05,0.00010227534575356082,0.00010227534575356082,0.0001030390547977311,0.00010372165531346809,0.00010433541677766325,0.00010489025275216186,0.00010539426044464163,0.0001058541184774344,0.00010627538451222183,0.00010666272096091495,0.00010702006827021247,0.00010735077945706029
4829,2016-07-21,6,2016-07-21 05:00:00,3.981093364240629e-05,0.00011283628406088486,0.00010699948435066177,0.00010699948435066177,0.00010437861441568475,0.00010203608988628292,9.992980480162187e-05,9.802573814756396e-05,9.629610221055277e-05,9.471797752851024e-05,9.327229151283541e-05,9.194304386171775e-05,9.071671188826267e-05,8.95817888264156e-05
4830,2016-07-21,7,2016-07-21 06:00:00,5.1133143850801096e-05,0.00017983399757076364,0.00011373122946457438,0.00011373122946457438,0.00011073284456971662,0.00010805289846821208,0.00010564322017863786,0.00010346488823696538,0.00010148611233590835,9.968067165161892e-05,9.802674634450727e-05,9.650603139965396e-05,9.510305629729697e-05,9.380465681548606e-05
